u,i,label_u,label_name_u,label_i,label_name_i,ts,idx
11750,2272,0,Restaurants,0,Restaurants,358791060.0,18519
13595,1169,0,Restaurants,0,Restaurants,358791629.0,18520
13595,11110,0,Restaurants,0,Restaurants,358791629.0,18521
13595,5873,0,Restaurants,0,Restaurants,358791629.0,18522
13595,2126,0,Restaurants,0,Restaurants,358791629.0,18523
10313,2729,1,Food,0,Restaurants,358792259.0,18524
11293,15348,0,Restaurants,0,Restaurants,358793358.0,18525
766,2759,0,Restaurants,0,Restaurants,358794276.0,18526
14255,11643,1,Food,0,Restaurants,358794762.0,18527
13205,11125,0,Restaurants,0,Restaurants,358796048.0,18528
13205,4901,0,Restaurants,0,Restaurants,358796048.0,18529
13205,14574,0,Restaurants,0,Restaurants,358796048.0,18530
13205,3836,0,Restaurants,0,Restaurants,358796048.0,18531
13205,3446,0,Restaurants,0,Restaurants,358796048.0,18532
4168,13205,0,Restaurants,0,Restaurants,358796283.0,18533
4168,11125,0,Restaurants,0,Restaurants,358796283.0,18534
4168,4901,0,Restaurants,0,Restaurants,358796283.0,18535
4168,14574,0,Restaurants,0,Restaurants,358796283.0,18536
4168,3836,0,Restaurants,0,Restaurants,358796283.0,18537
4168,3446,0,Restaurants,0,Restaurants,358796283.0,18538
14919,11125,0,Restaurants,0,Restaurants,358796354.0,18539
14919,3836,0,Restaurants,0,Restaurants,358796354.0,18540
14919,4168,0,Restaurants,0,Restaurants,358796354.0,18541
14919,13205,0,Restaurants,0,Restaurants,358796354.0,18542
14919,14574,0,Restaurants,0,Restaurants,358796354.0,18543
14919,4901,0,Restaurants,0,Restaurants,358796354.0,18544
14919,3446,0,Restaurants,0,Restaurants,358796354.0,18545
12330,11125,0,Restaurants,0,Restaurants,358796491.0,18546
12330,14919,0,Restaurants,0,Restaurants,358796491.0,18547
12330,3836,0,Restaurants,0,Restaurants,358796491.0,18548
12330,4168,0,Restaurants,0,Restaurants,358796491.0,18549
12330,13205,0,Restaurants,0,Restaurants,358796491.0,18550
12330,14574,0,Restaurants,0,Restaurants,358796491.0,18551
12330,4901,0,Restaurants,0,Restaurants,358796491.0,18552
12330,3446,0,Restaurants,0,Restaurants,358796491.0,18553
12386,7927,0,Restaurants,0,Restaurants,358796616.0,18554
11657,10857,1,Food,0,Restaurants,358796673.0,18555
11838,8996,1,Food,0,Restaurants,358799348.0,18556
11838,6104,1,Food,2,Shopping,358799348.0,18557
11838,4419,1,Food,0,Restaurants,358799348.0,18558
11838,16,1,Food,1,Food,358799348.0,18559
11838,6113,1,Food,1,Food,358799348.0,18560
11838,7942,1,Food,2,Shopping,358799348.0,18561
11838,8135,1,Food,1,Food,358799348.0,18562
13871,1000,1,Food,1,Food,358799531.0,18563
10182,11255,2,Shopping,0,Restaurants,358800322.0,18564
4180,1000,0,Restaurants,1,Food,358801274.0,18565
4180,13871,0,Restaurants,1,Food,358801274.0,18566
5422,4225,0,Restaurants,1,Food,358802291.0,18567
3936,3030,1,Food,1,Food,358802974.0,18568
3936,4869,1,Food,1,Food,358802974.0,18569
12559,11000,2,Shopping,0,Restaurants,358804649.0,18570
5859,11812,1,Food,0,Restaurants,358807731.0,18571
7495,3562,0,Restaurants,0,Restaurants,358808550.0,18572
10388,13252,0,Restaurants,0,Restaurants,358809784.0,18573
10421,13252,0,Restaurants,0,Restaurants,358809784.0,18574
10421,10388,0,Restaurants,0,Restaurants,358809784.0,18575
10263,10421,0,Restaurants,0,Restaurants,358810328.0,18576
10263,13252,0,Restaurants,0,Restaurants,358810328.0,18577
10263,10388,0,Restaurants,0,Restaurants,358810328.0,18578
12935,11222,0,Restaurants,0,Restaurants,358813782.0,18579
2587,11830,0,Restaurants,0,Restaurants,358814566.0,18580
2214,2587,0,Restaurants,0,Restaurants,358814686.0,18581
2214,11830,0,Restaurants,0,Restaurants,358814686.0,18582
2672,9303,0,Restaurants,0,Restaurants,358817742.0,18583
14306,10349,0,Restaurants,0,Restaurants,358818007.0,18584
9504,9303,2,Shopping,0,Restaurants,358819060.0,18585
9504,2672,2,Shopping,0,Restaurants,358819060.0,18586
3739,9303,0,Restaurants,0,Restaurants,358819612.0,18587
3739,2672,0,Restaurants,0,Restaurants,358819612.0,18588
3739,9504,0,Restaurants,2,Shopping,358819612.0,18589
8669,9303,1,Food,0,Restaurants,358819726.0,18590
8669,2672,1,Food,0,Restaurants,358819726.0,18591
8669,3739,1,Food,0,Restaurants,358819726.0,18592
8669,9504,1,Food,2,Shopping,358819726.0,18593
1979,791,0,Restaurants,1,Food,358819753.0,18594
1979,7330,0,Restaurants,0,Restaurants,358819753.0,18595
1979,15123,0,Restaurants,0,Restaurants,358819753.0,18596
1979,9472,0,Restaurants,0,Restaurants,358819753.0,18597
1979,6263,0,Restaurants,0,Restaurants,358819753.0,18598
13473,8669,2,Shopping,1,Food,358820234.0,18599
13473,9303,2,Shopping,0,Restaurants,358820234.0,18600
13473,2672,2,Shopping,0,Restaurants,358820234.0,18601
13473,3739,2,Shopping,0,Restaurants,358820234.0,18602
13473,9504,2,Shopping,2,Shopping,358820234.0,18603
8223,9504,0,Restaurants,2,Shopping,358820376.0,18604
8223,8669,0,Restaurants,1,Food,358820376.0,18605
8223,13473,0,Restaurants,2,Shopping,358820376.0,18606
8223,9303,0,Restaurants,0,Restaurants,358820376.0,18607
8223,2672,0,Restaurants,0,Restaurants,358820376.0,18608
8223,3739,0,Restaurants,0,Restaurants,358820376.0,18609
5425,9961,0,Restaurants,0,Restaurants,358823118.0,18610
3377,3267,1,Food,0,Restaurants,358823635.0,18611
3377,13456,1,Food,0,Restaurants,358823635.0,18612
4788,12037,0,Restaurants,1,Food,358823843.0,18613
15018,885,1,Food,0,Restaurants,358824360.0,18614
12900,8996,0,Restaurants,0,Restaurants,358824672.0,18615
12900,6104,0,Restaurants,2,Shopping,358824672.0,18616
12900,4419,0,Restaurants,0,Restaurants,358824672.0,18617
12900,16,0,Restaurants,1,Food,358824672.0,18618
12900,6113,0,Restaurants,1,Food,358824672.0,18619
12900,8135,0,Restaurants,1,Food,358824672.0,18620
12900,11838,0,Restaurants,1,Food,358824672.0,18621
6203,8453,1,Food,0,Restaurants,358824770.0,18622
3010,6912,1,Food,0,Restaurants,358825159.0,18623
5264,7185,0,Restaurants,0,Restaurants,358827136.0,18624
627,5099,1,Food,0,Restaurants,358827592.0,18625
627,15393,1,Food,0,Restaurants,358827592.0,18626
7239,11628,1,Food,1,Food,358827870.0,18627
13485,12174,0,Restaurants,1,Food,358829832.0,18628
2977,7795,0,Restaurants,0,Restaurants,358831547.0,18629
2977,7625,0,Restaurants,0,Restaurants,358831547.0,18630
7818,14132,0,Restaurants,0,Restaurants,358831572.0,18631
7818,14132,0,Restaurants,0,Restaurants,358833890.0,18632
12277,7592,1,Food,1,Food,358834349.0,18633
2129,8264,1,Food,0,Restaurants,358836441.0,18634
10302,4051,1,Food,2,Shopping,358836701.0,18635
7162,11195,0,Restaurants,0,Restaurants,358836739.0,18636
11052,7933,0,Restaurants,0,Restaurants,358838487.0,18637
998,8115,0,Restaurants,0,Restaurants,358840240.0,18638
9790,8153,0,Restaurants,1,Food,358844118.0,18639
9790,5331,0,Restaurants,0,Restaurants,358844118.0,18640
11816,10676,0,Restaurants,1,Food,358858577.0,18641
8067,12565,0,Restaurants,0,Restaurants,358861092.0,18642
12060,12565,2,Shopping,0,Restaurants,358861479.0,18643
12060,8067,2,Shopping,0,Restaurants,358861479.0,18644
12247,3661,0,Restaurants,1,Food,358861483.0,18645
12759,12308,0,Restaurants,0,Restaurants,358863046.0,18646
5138,13155,1,Food,0,Restaurants,358864172.0,18647
7816,11259,0,Restaurants,0,Restaurants,358865590.0,18648
14855,9558,0,Restaurants,0,Restaurants,358866044.0,18649
14855,13521,0,Restaurants,0,Restaurants,358866044.0,18650
858,10440,0,Restaurants,2,Shopping,358867001.0,18651
6455,7329,0,Restaurants,1,Food,358867134.0,18652
9130,6777,0,Restaurants,0,Restaurants,358868147.0,18653
14088,14411,1,Food,1,Food,358869259.0,18654
15462,13102,1,Food,1,Food,358870414.0,18655
6002,8941,0,Restaurants,1,Food,358870536.0,18656
9002,1512,0,Restaurants,0,Restaurants,358870812.0,18657
9002,15587,0,Restaurants,0,Restaurants,358870812.0,18658
9002,9116,0,Restaurants,0,Restaurants,358870812.0,18659
9002,10649,0,Restaurants,1,Food,358870812.0,18660
14093,13102,1,Food,1,Food,358871352.0,18661
14093,15462,1,Food,1,Food,358871352.0,18662
15256,11812,0,Restaurants,0,Restaurants,358872335.0,18663
8785,14145,0,Restaurants,0,Restaurants,358873142.0,18664
1458,2441,0,Restaurants,0,Restaurants,358875066.0,18665
1458,7568,0,Restaurants,0,Restaurants,358875066.0,18666
7592,12277,1,Food,1,Food,358876096.0,18667
6341,7592,1,Food,1,Food,358876421.0,18668
6341,12277,1,Food,1,Food,358876421.0,18669
5873,11293,0,Restaurants,0,Restaurants,358876757.0,18670
14926,11174,2,Shopping,0,Restaurants,358877336.0,18671
263,10474,0,Restaurants,1,Food,358880132.0,18672
5147,7592,0,Restaurants,1,Food,358880185.0,18673
5147,6341,0,Restaurants,1,Food,358880185.0,18674
5147,12277,0,Restaurants,1,Food,358880185.0,18675
12472,14708,0,Restaurants,0,Restaurants,358880522.0,18676
14244,8859,1,Food,0,Restaurants,358881821.0,18677
4837,9251,0,Restaurants,0,Restaurants,358882657.0,18678
10824,9219,0,Restaurants,1,Food,358882762.0,18679
1464,10462,2,Shopping,2,Shopping,358883003.0,18680
588,10462,2,Shopping,2,Shopping,358883544.0,18681
588,1464,2,Shopping,2,Shopping,358883544.0,18682
4331,823,1,Food,1,Food,358884555.0,18683
4331,7473,1,Food,0,Restaurants,358884555.0,18684
4331,1050,1,Food,0,Restaurants,358884555.0,18685
6912,6801,0,Restaurants,0,Restaurants,358884559.0,18686
14708,4974,0,Restaurants,0,Restaurants,358884690.0,18687
9423,6801,0,Restaurants,0,Restaurants,358885788.0,18688
9423,6912,0,Restaurants,0,Restaurants,358885788.0,18689
14017,4331,1,Food,1,Food,358885924.0,18690
14017,823,1,Food,1,Food,358885924.0,18691
14017,7473,1,Food,0,Restaurants,358885924.0,18692
14017,1050,1,Food,0,Restaurants,358885924.0,18693
9624,8449,1,Food,0,Restaurants,358886015.0,18694
11055,5147,0,Restaurants,0,Restaurants,358886144.0,18695
508,5859,0,Restaurants,1,Food,358886481.0,18696
508,11812,0,Restaurants,0,Restaurants,358886481.0,18697
13342,9779,0,Restaurants,0,Restaurants,358888033.0,18698
13342,13637,0,Restaurants,0,Restaurants,358888033.0,18699
3948,13815,0,Restaurants,1,Food,358889178.0,18700
7677,13456,0,Restaurants,0,Restaurants,358891089.0,18701
3887,10756,0,Restaurants,1,Food,358891949.0,18702
9416,7014,0,Restaurants,0,Restaurants,358892161.0,18703
9416,11812,0,Restaurants,0,Restaurants,358892161.0,18704
3949,8298,0,Restaurants,0,Restaurants,358892491.0,18705
9130,9416,0,Restaurants,0,Restaurants,358892884.0,18706
9130,7014,0,Restaurants,0,Restaurants,358892884.0,18707
9130,11812,0,Restaurants,0,Restaurants,358892884.0,18708
11326,3607,1,Food,0,Restaurants,358893274.0,18709
10791,14876,1,Food,0,Restaurants,358893435.0,18710
2049,13212,0,Restaurants,0,Restaurants,358893535.0,18711
11206,12945,0,Restaurants,0,Restaurants,358893724.0,18712
1925,1146,0,Restaurants,0,Restaurants,358894138.0,18713
15123,2668,0,Restaurants,0,Restaurants,358895047.0,18714
402,5458,0,Restaurants,0,Restaurants,358895742.0,18715
12673,998,0,Restaurants,0,Restaurants,358895798.0,18716
12673,6923,0,Restaurants,1,Food,358895798.0,18717
13299,402,0,Restaurants,0,Restaurants,358895821.0,18718
13299,5458,0,Restaurants,0,Restaurants,358895821.0,18719
5848,10474,1,Food,1,Food,358898190.0,18720
5848,263,1,Food,0,Restaurants,358898190.0,18721
13139,8477,0,Restaurants,0,Restaurants,358899680.0,18722
8936,8537,0,Restaurants,0,Restaurants,358900415.0,18723
11812,2444,0,Restaurants,0,Restaurants,358901279.0,18724
11990,1400,0,Restaurants,0,Restaurants,358903459.0,18725
12886,11407,0,Restaurants,0,Restaurants,358903695.0,18726
11526,11486,0,Restaurants,0,Restaurants,358904319.0,18727
10478,1227,0,Restaurants,1,Food,358904532.0,18728
11062,12886,0,Restaurants,0,Restaurants,358905507.0,18729
11062,11407,0,Restaurants,0,Restaurants,358905507.0,18730
13085,3103,2,Shopping,0,Restaurants,358905759.0,18731
11812,4563,0,Restaurants,0,Restaurants,358906903.0,18732
1426,692,1,Food,0,Restaurants,358907311.0,18733
2646,4331,0,Restaurants,1,Food,358908181.0,18734
2646,823,0,Restaurants,1,Food,358908181.0,18735
2646,14017,0,Restaurants,1,Food,358908181.0,18736
2646,7473,0,Restaurants,0,Restaurants,358908181.0,18737
2646,1050,0,Restaurants,0,Restaurants,358908181.0,18738
1341,3607,0,Restaurants,0,Restaurants,358911223.0,18739
9542,13684,1,Food,1,Food,358911683.0,18740
4745,4974,0,Restaurants,0,Restaurants,358911690.0,18741
4745,14708,0,Restaurants,0,Restaurants,358911690.0,18742
8229,14200,1,Food,1,Food,358912189.0,18743
15334,8359,0,Restaurants,0,Restaurants,358913384.0,18744
11812,8449,0,Restaurants,0,Restaurants,358914344.0,18745
2069,8516,0,Restaurants,0,Restaurants,358914594.0,18746
2069,5433,0,Restaurants,0,Restaurants,358914594.0,18747
5505,12037,0,Restaurants,1,Food,358915277.0,18748
5505,4788,0,Restaurants,0,Restaurants,358915277.0,18749
1484,12852,0,Restaurants,1,Food,358916332.0,18750
7334,12852,0,Restaurants,1,Food,358916490.0,18751
7334,1484,0,Restaurants,0,Restaurants,358916490.0,18752
11132,9286,0,Restaurants,0,Restaurants,358916703.0,18753
9021,946,2,Shopping,0,Restaurants,358916745.0,18754
8763,13629,0,Restaurants,0,Restaurants,358917890.0,18755
2007,15375,1,Food,0,Restaurants,358919741.0,18756
9130,10985,0,Restaurants,0,Restaurants,358919869.0,18757
5890,10258,0,Restaurants,0,Restaurants,358920228.0,18758
2623,311,1,Food,0,Restaurants,358920339.0,18759
13436,15438,0,Restaurants,0,Restaurants,358920754.0,18760
9487,15608,0,Restaurants,1,Food,358927015.0,18761
5260,9487,1,Food,0,Restaurants,358927829.0,18762
5260,15608,1,Food,1,Food,358927829.0,18763
10454,5356,0,Restaurants,0,Restaurants,358931197.0,18764
5160,9617,0,Restaurants,0,Restaurants,358939425.0,18765
5160,2887,0,Restaurants,0,Restaurants,358939425.0,18766
4027,5492,0,Restaurants,0,Restaurants,358940428.0,18767
8515,245,0,Restaurants,0,Restaurants,358951238.0,18768
7800,3315,1,Food,2,Shopping,358953511.0,18769
11008,8347,0,Restaurants,1,Food,358953823.0,18770
13474,11825,0,Restaurants,0,Restaurants,358954516.0,18771
9221,13474,1,Food,0,Restaurants,358954927.0,18772
9221,11825,1,Food,0,Restaurants,358954927.0,18773
10496,13474,0,Restaurants,0,Restaurants,358955164.0,18774
10496,9221,0,Restaurants,1,Food,358955164.0,18775
10496,11825,0,Restaurants,0,Restaurants,358955164.0,18776
6391,7800,0,Restaurants,1,Food,358955307.0,18777
6391,3315,0,Restaurants,2,Shopping,358955307.0,18778
6566,791,0,Restaurants,1,Food,358955368.0,18779
6566,7034,0,Restaurants,0,Restaurants,358955368.0,18780
6566,13276,0,Restaurants,0,Restaurants,358955368.0,18781
6566,8160,0,Restaurants,0,Restaurants,358955368.0,18782
6566,6821,0,Restaurants,0,Restaurants,358955368.0,18783
6566,10421,0,Restaurants,0,Restaurants,358955368.0,18784
6566,14176,0,Restaurants,2,Shopping,358955368.0,18785
6566,6500,0,Restaurants,0,Restaurants,358955368.0,18786
6566,8911,0,Restaurants,0,Restaurants,358955368.0,18787
10889,13799,0,Restaurants,1,Food,358955547.0,18788
11653,5823,0,Restaurants,1,Food,358956364.0,18789
5858,12812,1,Food,1,Food,358957191.0,18790
5858,9601,1,Food,0,Restaurants,358957191.0,18791
3855,14249,0,Restaurants,0,Restaurants,358957208.0,18792
6767,14249,0,Restaurants,0,Restaurants,358957793.0,18793
6767,3855,0,Restaurants,0,Restaurants,358957793.0,18794
13713,11615,0,Restaurants,1,Food,358959792.0,18795
12009,3267,0,Restaurants,0,Restaurants,358960664.0,18796
12009,13456,0,Restaurants,0,Restaurants,358960664.0,18797
12009,3377,0,Restaurants,1,Food,358960664.0,18798
12714,3887,0,Restaurants,0,Restaurants,358961269.0,18799
1978,4862,0,Restaurants,0,Restaurants,358961421.0,18800
10661,13283,0,Restaurants,0,Restaurants,358961497.0,18801
4369,6482,2,Shopping,0,Restaurants,358962109.0,18802
3254,6774,1,Food,0,Restaurants,358962402.0,18803
12125,6987,1,Food,0,Restaurants,358963643.0,18804
10783,129,1,Food,0,Restaurants,358963839.0,18805
3648,11000,0,Restaurants,0,Restaurants,358964687.0,18806
3648,12559,0,Restaurants,2,Shopping,358964687.0,18807
7331,9350,0,Restaurants,0,Restaurants,358965492.0,18808
14306,14065,0,Restaurants,0,Restaurants,358966130.0,18809
11812,5271,0,Restaurants,2,Shopping,358966449.0,18810
10226,964,0,Restaurants,0,Restaurants,358967831.0,18811
7844,1400,1,Food,0,Restaurants,358968216.0,18812
10806,8704,0,Restaurants,0,Restaurants,358969357.0,18813
379,9130,1,Food,0,Restaurants,358969547.0,18814
379,10985,1,Food,0,Restaurants,358969547.0,18815
5302,7329,0,Restaurants,1,Food,358970764.0,18816
5302,6455,0,Restaurants,0,Restaurants,358970764.0,18817
13321,10451,0,Restaurants,0,Restaurants,358970847.0,18818
6811,13235,0,Restaurants,0,Restaurants,358971958.0,18819
10121,12510,1,Food,1,Food,358972267.0,18820
889,10080,0,Restaurants,1,Food,358974686.0,18821
6239,14040,0,Restaurants,0,Restaurants,358975476.0,18822
12928,889,0,Restaurants,0,Restaurants,358975936.0,18823
12928,10080,0,Restaurants,1,Food,358975936.0,18824
7974,12733,0,Restaurants,0,Restaurants,358977182.0,18825
13469,4225,0,Restaurants,1,Food,358978331.0,18826
14784,1979,0,Restaurants,0,Restaurants,358978448.0,18827
8475,6405,0,Restaurants,2,Shopping,358978852.0,18828
3758,7372,0,Restaurants,0,Restaurants,358979837.0,18829
11666,3758,0,Restaurants,0,Restaurants,358980013.0,18830
11666,7372,0,Restaurants,0,Restaurants,358980013.0,18831
4373,2893,0,Restaurants,0,Restaurants,358980176.0,18832
15608,6996,1,Food,0,Restaurants,358980181.0,18833
10791,12714,1,Food,0,Restaurants,358980207.0,18834
4116,11666,0,Restaurants,0,Restaurants,358980226.0,18835
4116,3758,0,Restaurants,0,Restaurants,358980226.0,18836
4116,7372,0,Restaurants,0,Restaurants,358980226.0,18837
3643,3291,0,Restaurants,0,Restaurants,358980472.0,18838
2896,10109,0,Restaurants,0,Restaurants,358980758.0,18839
15143,10791,0,Restaurants,1,Food,358980806.0,18840
15143,12714,0,Restaurants,0,Restaurants,358980806.0,18841
5513,7800,0,Restaurants,1,Food,358981063.0,18842
3364,4116,1,Food,0,Restaurants,358981132.0,18843
3364,3758,1,Food,0,Restaurants,358981132.0,18844
3364,7372,1,Food,0,Restaurants,358981132.0,18845
3364,11666,1,Food,0,Restaurants,358981132.0,18846
10253,5577,1,Food,0,Restaurants,358981328.0,18847
5944,1710,1,Food,0,Restaurants,358981454.0,18848
12779,6474,1,Food,0,Restaurants,358981929.0,18849
15425,3364,0,Restaurants,1,Food,358981970.0,18850
15425,4116,0,Restaurants,0,Restaurants,358981970.0,18851
15425,3758,0,Restaurants,0,Restaurants,358981970.0,18852
15425,7372,0,Restaurants,0,Restaurants,358981970.0,18853
15425,11666,0,Restaurants,0,Restaurants,358981970.0,18854
10806,3364,0,Restaurants,1,Food,358982993.0,18855
10806,15425,0,Restaurants,0,Restaurants,358982993.0,18856
10806,4116,0,Restaurants,0,Restaurants,358982993.0,18857
10806,3758,0,Restaurants,0,Restaurants,358982993.0,18858
10806,7372,0,Restaurants,0,Restaurants,358982993.0,18859
10806,11666,0,Restaurants,0,Restaurants,358982993.0,18860
1791,14438,0,Restaurants,0,Restaurants,358983204.0,18861
6365,1925,0,Restaurants,0,Restaurants,358983931.0,18862
7502,3364,0,Restaurants,1,Food,358983959.0,18863
7502,11666,0,Restaurants,0,Restaurants,358983959.0,18864
7502,15425,0,Restaurants,0,Restaurants,358983959.0,18865
7502,4116,0,Restaurants,0,Restaurants,358983959.0,18866
7502,3758,0,Restaurants,0,Restaurants,358983959.0,18867
7502,7372,0,Restaurants,0,Restaurants,358983959.0,18868
7502,10806,0,Restaurants,0,Restaurants,358983959.0,18869
9779,3364,0,Restaurants,1,Food,358984226.0,18870
9779,11666,0,Restaurants,0,Restaurants,358984226.0,18871
9779,15425,0,Restaurants,0,Restaurants,358984226.0,18872
9779,4116,0,Restaurants,0,Restaurants,358984226.0,18873
9779,3758,0,Restaurants,0,Restaurants,358984226.0,18874
9779,7372,0,Restaurants,0,Restaurants,358984226.0,18875
9779,10806,0,Restaurants,0,Restaurants,358984226.0,18876
9779,7502,0,Restaurants,0,Restaurants,358984226.0,18877
6143,1180,0,Restaurants,0,Restaurants,358984274.0,18878
13011,3364,0,Restaurants,1,Food,358984324.0,18879
13011,9779,0,Restaurants,0,Restaurants,358984324.0,18880
13011,11666,0,Restaurants,0,Restaurants,358984324.0,18881
13011,15425,0,Restaurants,0,Restaurants,358984324.0,18882
13011,4116,0,Restaurants,0,Restaurants,358984324.0,18883
13011,3758,0,Restaurants,0,Restaurants,358984324.0,18884
13011,7372,0,Restaurants,0,Restaurants,358984324.0,18885
13011,10806,0,Restaurants,0,Restaurants,358984324.0,18886
13011,7502,0,Restaurants,0,Restaurants,358984324.0,18887
10921,13480,0,Restaurants,1,Food,358984745.0,18888
10921,2334,0,Restaurants,1,Food,358984745.0,18889
6538,13082,0,Restaurants,0,Restaurants,358985759.0,18890
7527,3887,0,Restaurants,0,Restaurants,358988051.0,18891
7527,12714,0,Restaurants,0,Restaurants,358988051.0,18892
5271,15256,2,Shopping,0,Restaurants,358988473.0,18893
8724,3369,0,Restaurants,1,Food,358988967.0,18894
2392,8236,1,Food,0,Restaurants,358989956.0,18895
2365,215,0,Restaurants,0,Restaurants,358991001.0,18896
1050,4331,0,Restaurants,1,Food,358991493.0,18897
1050,823,0,Restaurants,1,Food,358991493.0,18898
1050,14017,0,Restaurants,1,Food,358991493.0,18899
1050,7473,0,Restaurants,0,Restaurants,358991493.0,18900
1050,2646,0,Restaurants,0,Restaurants,358991493.0,18901
1050,4331,0,Restaurants,1,Food,358991497.0,18902
1050,823,0,Restaurants,1,Food,358991497.0,18903
1050,14017,0,Restaurants,1,Food,358991497.0,18904
1050,7473,0,Restaurants,0,Restaurants,358991497.0,18905
1050,2646,0,Restaurants,0,Restaurants,358991497.0,18906
9218,4331,1,Food,1,Food,358992323.0,18907
9218,823,1,Food,1,Food,358992323.0,18908
9218,14017,1,Food,1,Food,358992323.0,18909
9218,7473,1,Food,0,Restaurants,358992323.0,18910
9218,2646,1,Food,0,Restaurants,358992323.0,18911
9218,1050,1,Food,0,Restaurants,358992323.0,18912
14872,16,0,Restaurants,1,Food,358992729.0,18913
14872,8135,0,Restaurants,1,Food,358992729.0,18914
14872,12900,0,Restaurants,0,Restaurants,358992729.0,18915
14872,11838,0,Restaurants,1,Food,358992729.0,18916
215,12833,0,Restaurants,0,Restaurants,358993792.0,18917
2073,12358,1,Food,1,Food,358995921.0,18918
9596,14303,0,Restaurants,1,Food,358996103.0,18919
3267,436,0,Restaurants,1,Food,358996148.0,18920
4225,6406,1,Food,1,Food,358996267.0,18921
5356,6727,0,Restaurants,0,Restaurants,358997345.0,18922
15216,3030,0,Restaurants,1,Food,358997547.0,18923
15216,11244,0,Restaurants,0,Restaurants,358997547.0,18924
15216,4299,0,Restaurants,0,Restaurants,358997547.0,18925
2451,1115,0,Restaurants,0,Restaurants,358998026.0,18926
11320,1984,0,Restaurants,0,Restaurants,358999171.0,18927
1035,9395,1,Food,0,Restaurants,358999779.0,18928
1035,7506,1,Food,1,Food,358999779.0,18929
5685,9395,0,Restaurants,0,Restaurants,358999786.0,18930
5685,7506,0,Restaurants,1,Food,358999786.0,18931
5685,1035,0,Restaurants,1,Food,358999786.0,18932
6781,9395,0,Restaurants,0,Restaurants,358999804.0,18933
6781,5685,0,Restaurants,0,Restaurants,358999804.0,18934
6781,1035,0,Restaurants,1,Food,358999804.0,18935
6781,7506,0,Restaurants,1,Food,358999804.0,18936
12834,5704,0,Restaurants,1,Food,359000080.0,18937
14633,6799,1,Food,0,Restaurants,359000352.0,18938
13238,5704,0,Restaurants,1,Food,359000535.0,18939
13238,12834,0,Restaurants,0,Restaurants,359000535.0,18940
14584,13238,0,Restaurants,0,Restaurants,359000896.0,18941
14584,5704,0,Restaurants,1,Food,359000896.0,18942
14584,12834,0,Restaurants,0,Restaurants,359000896.0,18943
4393,14584,1,Food,0,Restaurants,359001117.0,18944
4393,5704,1,Food,1,Food,359001117.0,18945
4393,12834,1,Food,0,Restaurants,359001117.0,18946
4393,13238,1,Food,0,Restaurants,359001117.0,18947
13422,14584,0,Restaurants,0,Restaurants,359001293.0,18948
13422,4393,0,Restaurants,1,Food,359001293.0,18949
13422,5704,0,Restaurants,1,Food,359001293.0,18950
13422,12834,0,Restaurants,0,Restaurants,359001293.0,18951
13422,13238,0,Restaurants,0,Restaurants,359001293.0,18952
7844,4283,1,Food,1,Food,359001565.0,18953
11161,14584,0,Restaurants,0,Restaurants,359001584.0,18954
11161,4393,0,Restaurants,1,Food,359001584.0,18955
11161,5704,0,Restaurants,1,Food,359001584.0,18956
11161,12834,0,Restaurants,0,Restaurants,359001584.0,18957
11161,13238,0,Restaurants,0,Restaurants,359001584.0,18958
11161,13422,0,Restaurants,0,Restaurants,359001584.0,18959
8914,5886,0,Restaurants,0,Restaurants,359001677.0,18960
573,14584,0,Restaurants,0,Restaurants,359001746.0,18961
573,4393,0,Restaurants,1,Food,359001746.0,18962
573,12834,0,Restaurants,0,Restaurants,359001746.0,18963
573,13238,0,Restaurants,0,Restaurants,359001746.0,18964
573,11161,0,Restaurants,0,Restaurants,359001746.0,18965
573,5704,0,Restaurants,1,Food,359001746.0,18966
573,13422,0,Restaurants,0,Restaurants,359001746.0,18967
2573,14584,2,Shopping,0,Restaurants,359001913.0,18968
2573,4393,2,Shopping,1,Food,359001913.0,18969
2573,12834,2,Shopping,0,Restaurants,359001913.0,18970
2573,13238,2,Shopping,0,Restaurants,359001913.0,18971
2573,11161,2,Shopping,0,Restaurants,359001913.0,18972
2573,573,2,Shopping,0,Restaurants,359001913.0,18973
2573,5704,2,Shopping,1,Food,359001913.0,18974
2573,13422,2,Shopping,0,Restaurants,359001913.0,18975
2547,13629,1,Food,0,Restaurants,359002021.0,18976
2328,1405,0,Restaurants,0,Restaurants,359002035.0,18977
6896,14447,0,Restaurants,1,Food,359002035.0,18978
10505,5142,0,Restaurants,0,Restaurants,359002255.0,18979
13063,2328,1,Food,0,Restaurants,359002290.0,18980
13063,1405,1,Food,0,Restaurants,359002290.0,18981
753,14584,1,Food,0,Restaurants,359002306.0,18982
753,4393,1,Food,1,Food,359002306.0,18983
753,12834,1,Food,0,Restaurants,359002306.0,18984
753,13238,1,Food,0,Restaurants,359002306.0,18985
753,11161,1,Food,0,Restaurants,359002306.0,18986
753,573,1,Food,0,Restaurants,359002306.0,18987
753,2573,1,Food,2,Shopping,359002306.0,18988
753,5704,1,Food,1,Food,359002306.0,18989
753,13422,1,Food,0,Restaurants,359002306.0,18990
6620,6276,0,Restaurants,0,Restaurants,359002357.0,18991
13617,14584,0,Restaurants,0,Restaurants,359002362.0,18992
13617,4393,0,Restaurants,1,Food,359002362.0,18993
13617,753,0,Restaurants,1,Food,359002362.0,18994
